app_name,id,developer,Accounting,Action,Adventure,Animation &amp; Modeling,Audio Production,Casual,Design &amp; Illustration,Early Access,Education,Free to Play,Indie,Massively Multiplayer,Photo Editing,RPG,Racing,Simulation,Software Training,Sports,Strategy,Utilities,Video Production,Web Publishing,year
Essential Helicopters,425920,Quality Simulations,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,2015
Essential Boats,425930,Quality Simulations,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,2015
Essential Planes,425750,Quality Simulations,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,2015
Essential Scenery,425940,Quality Simulations,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,2015
The Last Dream: Developer's Edition Demo,426900,Specialbit Studio,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2015
Wrestling Spirit 3,422140,Grey Dog Software,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,2015
LocoSoccer,396360,Startreming,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,2015
Romance of the Three Kingdoms Maker / 三国志ツクール,397720,"KOEI TECMO GAMES CO., LTD.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2015
GGXrd Extra Color Palettes - LEO WHITEFANG,419966,Arc System Works,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2015
Comic Book Hero: The Greatest Cape,422130,Grey Dog Software,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,2015
RTK Maker - Upgrade to Full Edition - 三国志ツクール フル版アップグレードキー,413590,"KOEI TECMO GAMES CO., LTD.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2015
Gun Wings,348240,"Mercury Stone,Angels Blue Digital Entertainment,DigitalEZ",0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2014
The Escapists - Santa's Sweatshop,412990,Team17 Digital Ltd,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,1,0,0,0,2015
Castle Chaos,412410,Odd Comet Games,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,2015
VolChaos,354030,Fun Infused Games,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2015
Ace of Spades: Battle Builder - Hurt + Heal Pack,420650,Jagex Limited,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,2015
History in Letters - The Eternal Alchemist,318680,Z-Software,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2015
FSX: Steam Edition - Diamond DA20-100 Katana 4X Add-On,379563,Aerosoft GmbH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2015
Apotheon Arena,417890,Alientrap,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,2015
The Mean Greens - Plastic Warfare,360940,"Virtual Basement LLC,Code Headquarters LLC",0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2015
FSX: Steam Edition - Arctic Rescue Add-On,343962,Jane Rachel Whittaker,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2015
Rocksmith® 2014 – Tenacious D - “Tribute”,390402,Ubisoft - San Francisco,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2015
Rocksmith® 2014 – Tenacious D - “The Metal”,390403,Ubisoft - San Francisco,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2015
Ultimate Grenade Tutorial - Hardsurface 3D Course,425680,,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2015
Rocksmith® 2014 – Tenacious D Song Pack,390405,Ubisoft - San Francisco,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2015
Mytheon,413030,Petroglyph,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2010
Rocksmith® 2014 – Tenacious D - “Master Exploder”,390404,Ubisoft - San Francisco,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2015
Ben and Ed,395200,Sluggerfly,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,2015
City of Chains,412170,Astronomic Games,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,2015
100% Orange Juice - Sham & Sherry Character Pack,425360,Orange_Juice,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,2015
Zombie Vikings,337480,Zoink Games,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2015
Zombie Vikings - Raybjörn Character,402640,Zoink Games,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2015
Zombie Vikings - Soundtrack,412960,Zoink Games,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2015
Adventurer Manager - Endless Tower,348210,Vigilant Addiction Studios,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,2015
Zombie Vikings - Frostbjörn Character,402650,Zoink Games,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2015
Detective Grimoire Soundtrack,421950,SFB Games,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2015
Haunt the House: Terrortown Soundtrack,421940,SFB Games,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2015
Bullet Heaven 2 - Soundtrack,419210,Phyrnna,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2015
Volvox,392600,Neotenia,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2015
Celestian Tales: Old North - Original Soundtrack,413330,Ekuator Games,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,2015
Message Quest: Original Soundtrack,421920,Royal Troupe,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2015
Pool Nation FX - Unlock Offline,421771,Cherry Pop Games,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,1,0,1,1,0,0,0,2015
Pool Nation FX - Unlock Online,421770,Cherry Pop Games,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,1,0,1,1,0,0,0,2015
Pool Nation FX Lite,314000,Cherry Pop Games,0,0,0,0,0,1,0,0,0,1,1,1,0,0,0,1,0,1,1,0,0,0,2015
Dexterity Ball 3D™,403680,Quandary Solutions LTD,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,2015
Manyland,342280,Manyland,0,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,2015
Night Owls,422530,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2015
The Ritual on Weylyn Island,381050,zemaGamez,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2015
Rise of Keepers,422210,Samaritan Studios,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,2015
Blessed Ones: The Magic Wolves,424310,Wolf Ray Studios,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,2015
Nuclear Throne,242680,Vlambeer,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,2015
SquareCells,416770,Matthew Brown,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2015
The Curious Expedition OST,408510,Maschinen-Mensch,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,1,0,0,0,2015
Bullet Heaven 2,412670,Matt Roszak,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2015
HELLDIVERS™ - Ranger Pack,395230,Arrowhead Game Studios,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2015
HELLDIVERS™,394510,Arrowhead Game Studios,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2015
HELLDIVERS™ - Defenders Pack,395232,Arrowhead Game Studios,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2015
HELLDIVERS™ - Support Pack,395233,Arrowhead Game Studios,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2015
HELLDIVERS™ - Pilot Pack,395234,Arrowhead Game Studios,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2015
HELLDIVERS™ - Commando Pack,395231,Arrowhead Game Studios,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2015
MotoGP™15 GP de Portugal Circuito Estoril,392430,Milestone S.r.l.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,2015
TS Marketplace: dia. 1/141 HTO 21t Coal Hopper Wagon Pack,326020,Fastline Simulation,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2015
TS Marketplace: dia. 1/146 HTO 21t Coal Hopper Wagon Pack,326021,Fastline Simulation,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2015
TS Marketplace: dia. 1/146 HTV 21t Coal Hopper Wagon Pack,326029,Fastline Simulation,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2015
TS Marketplace: dia. 1/146 HTV 25t Coal Hopper Wagon Pack,326028,Fastline Simulation,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2015
TS Marketplace: BDO 60T Unfitted Bogie Bolster Wagon Pack,326026,Fastline Simulation,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2015
Train Simulator: Return to Maerdy Loco Add-On,325956,MeshTools,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2015
TS Marketplace: BRV 50T BORAIL EB/EC Wagons Pack,326031,Fastline Simulation,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2015
Nyan Cat: Lost In Space,415420,isTom Games Kft.,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2015
Our Love Will Grow,423770,John Wizard,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,2015
"Dr. Langeskov, The Tiger, and The Terribly Cursed Emerald: A Whirlwind Heist",409160,Crows Crows Crows,0,1,1,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,2015
Earth Overclocked,387060,Chronicle Bench,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2015
Pendragon Rising,423320,Choice of Games,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,2015
Pendragon Rising Demo,423330,Choice of Games,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,2015
Community College Hero: Trial by Fire,423120,Hosted Games,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,2015
Community College Hero: Trial by Fire Demo,423130,Hosted Games,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,2015
Monstro: Battle Tactics,369310,Retrocade.net,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,2014
Monstro: Battle Tactics Soundtrack,421780,Retrocade.net,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,2015
DRAGON QUEST HEROES™ Slime Edition,410850,"KOEI TECMO GAMES CO., LTD.",0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2015
Warhammer: End Times - Vermintide Sigmar's Blessing,419070,Fatshark,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2015
Beatbuddy: On Tour,412970,Threaks,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2015
Lords of Magic: Special Edition,404040,Impressions Games,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1997
Lords of the Realm,254920,Impressions Games,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1994
Lords of the Realm II,397350,Impressions Games,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1996
Lords of the Realm III,254860,Impressions Games,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,2004
Vampire Legends: The True Story of Kisilova,414660,Organic 2 Digital Studio,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2015
Blood Code OST,414110,Weixi Games,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2015
The Purring Quest Original Soundtrack,425170,Valhalla Cats,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2015
Steel Rain,387240,"PolarityFlow,Adrian Zingg",0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,2015
The Black Watchmen - Season 2: Enduring Conflict,396810,Alice &amp; Smith,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,2015
PAYDAY 2: The Point Break Heists,422400,OVERKILL - a Starbreeze Studio.,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2015
Save Your Mother,423740,Tuomo Laine,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,2015
The BoX,424750,White Clover Worlds,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2015
ShipLord,422250,Just1337 Studio,0,1,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2015
Robotpencil Presents: Design with Confidence,413950,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2015
Awesomenauts - Rockstar Announcer,399834,Ronimo Games,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,2015
Awesomenauts - Specimen X-58 Skin,256506,Ronimo Games,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,2015
Militia,421260,BrainGoodGames,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2015
Legacy of Dorn: Herald of Oblivion,389850,Tin Man Games,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2015
Carpe Diem - Extra Package,425120,Eyzi,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,2015
Ultimate Weapon Tutorial - Master 3D Course,423010,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2015
Ruzar - The Life Stone,366510,Hammer Glass Studio,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2015
Corgi Warlock,414920,Xander's Corgi Arcade,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2015
Novus Inceptio - The Official Soundtrack,425270,McMagic Productions,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,2015
The Last Dream: Developer's Edition,395860,Specialbit Studio,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2015
Beatbuddy: Tale of the Guardians - Original Soundtrack,257310,Threaks,0,1,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2015
Jagged Alliance Online: Reloaded - Echo,416712,Cliffhanger Productions,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,2015
Jagged Alliance Online: Reloaded - Ivan,416710,Cliffhanger Productions,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,2015
Jagged Alliance Online: Reloaded - Raven,416713,Cliffhanger Productions,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,2015
Jagged Alliance Online: Reloaded - Shadow,416711,Cliffhanger Productions,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,2015
Tom Clancy's Rainbow Six® Siege,359550,Ubisoft Montreal,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,2015
Super Mega Bob,391960,Jenito,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2015
Rocket League® - Chaos Run DLC Pack,408610,"Psyonix, Inc.",0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,2015
Lif Demo,379250,Imigea Ltd,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,2015
Adventure Time: Finn and Jake Investigations,369300,Vicious Cycle Software,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2015
The Legend of Dark Witch,420770,INSIDE SYSTEM,0,1,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2015
Adventure Time: Artifact Checking,413790,Vicious Cycle Software,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2015
The Isle,376210,Afterthought LLC,0,1,1,0,0,0,0,1,0,0,1,1,0,1,0,1,0,0,1,0,0,0,2015
Samsa and the Knights of Light,371320,"Atixx,ClorithStudio",0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,2015
Construction Simulator 2015: St. John’s Hospital Fuchsberg,404281,weltenbauer. Software Entwicklung GmbH,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2015
Hit Tank PRO,423760,Bacq Stellan,0,1,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,2015
Hit Tank PRO Demo,424070,Bacq Stellan,0,1,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,2015
CITYCONOMY: Service for your City,304580,Nano Games sp. z o.o.,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2015
Sphere III: Enchanted World,397040,NIKITA ONLINE,0,1,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,2015
Into The War,346370,Small Town Studios,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,2015
GOCCO OF WAR: Theme Song,419951,peakvox,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2015
Mayjasmine Episode01 - What is God?,417110,Erotes studio,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2015
Planet Diver,417980,Fabraz,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2015
Just Cause™ 3 - Mini-Gun Racing Boat,388291,Avalanche Studios,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2015
Just Cause™ 3 - Combat Buggy,388290,Avalanche Studios,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2015
Just Cause™ 3 - Capstone Bloodhound RPG,388294,Avalanche Studios,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2015
Just Cause™ 3 - Rocket Launcher Sports Car,388292,Avalanche Studios,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2015
Plastiland,421880,"FreshGem,Zillion Whales",0,1,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,2015
Just Cause™ 3 - Final Argument Sniper Rifle,388293,Avalanche Studios,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2015
Expander,410470,All Civilized Planets,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2015
Content Pack - Europa Universalis IV: The Cossacks,373380,Paradox Development Studio,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,2015
Expansion - Europa Universalis IV: The Cossacks,373370,Paradox Development Studio,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,2015
Adelantado Trilogy. Book one,423600,Realore,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,2015
Europa Universalis IV: Sabaton Soundtrack,415680,Sabaton,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,2015
Dissonance: An Interactive Novelette,421620,Philip Royer,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2015
Cally's Caves 3 - Soundtrack,422120,VDO Games,0,1,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,2015
Cally's Caves 3 Demo,422160,VDO Games,0,1,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,2015
Tenshu General,363180,SmartArt Game Studio,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,2015
Don't Starve: Shipwrecked,393010,"Klei Entertainment,Capybara Games",0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,2015
Professor Why™: The Quantum Eye,369460,Professor Why,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,2015
Relic Alone,419000,"NTT Plala Inc.,Roconilo Project",0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2015
Miko Gakkou Monogatari: Kaede Episode,332370,xinoro,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2015
Handball 16,384320,Eko Software,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2015
Akuatica,401330,Tianyu Studio,0,1,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2015
3d Engineers Demo,423370,Robert Dahlenburg,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2015
Wicked Witches,411630,Ectoplasm Studio Inc.,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2015
"To the Moon, too! (Comic+)",418890,Freebird Games,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,2015
Cryptark Soundtrack,424120,Alientrap,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,2015
Legend of Dungeon: Masters,405980,Robot Loves Kitty,0,0,0,0,0,1,0,1,0,1,1,1,0,1,0,0,0,0,0,0,0,0,2015
Pulsen: Souleye,370370,4-Panel Footprint,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,2015
Carpe Diem,423880,Eyzi,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,2015
Yet Another World,411740,energy milk,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2015
I must kill...: Fresh Meat,420880,Gaming Cats Studio,0,0,1,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,2015
Might & Magic Heroes Online,336520,Blue Byte,0,1,1,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,1,0,0,0,2015
Dead Acres,404550,Glowstick Entertainment,0,1,1,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,2015
Rocksmith® 2014 – The Black Keys - “Lonely Boy”,390390,Ubisoft - San Francisco,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2015
Rocksmith® 2014 – The Black Keys - “Little Black Submarines”,390391,Ubisoft - San Francisco,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2015
Rocksmith® 2014 – The Black Keys - “Howlin’ For You”,390392,Ubisoft - San Francisco,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2015
Rocksmith® 2014 – The Black Keys - “Thickfreakness”,390394,Ubisoft - San Francisco,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2015
Rocksmith® 2014 – The Black Keys - “Your Touch”,390393,Ubisoft - San Francisco,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2015
Rocksmith® 2014 – The Black Keys Song Pack II,390395,Ubisoft - San Francisco,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2015
KRUM - Edge Of Darkness,420210,HA Studio Ltd.,0,1,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,2015
Dungeon of the Endless™ - Rescue Team Add-on,407200,AMPLITUDE Studios,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,2015
Albert and Otto - Original Soundtrack,418580,Nikola Kostic,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2015
Lost Labyrinth Extended Version,420920,Markus Döbele,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,2015
Dungeon of the Endless™ - Organic Matters Update,407210,AMPLITUDE Studios,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,2015
Project CARS - Classic Lotus Track Expansion,334782,Slightly Mad Studios,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,2015
Batman™: Arkham Knight - Catwoman's Revenge,401630,Rocksteady Studios,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2015
Batman™: Arkham Knight - Crime Fighter Challenge Pack #4,401625,Rocksteady Studios,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2015
Batman™: Arkham Knight - WayneTech Track Pack,401632,Rocksteady Studios,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2015
Batman™: Arkham Knight - A Flip of a Coin,401633,Rocksteady Studios,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2015
Batman™: Arkham Knight - Riddler Themed Batmobile Skin,405031,Rocksteady Studios,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2015
CLANNAD,324160,VisualArts/Key,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2015
Batman™: Arkham Knight - Robin and Batmobile Skins Pack,401631,Rocksteady Studios,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2015
The Deed,420740,"Pilgrim Adventures,GrabTheGames Studios",0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,2015
The Land Of Lamia,385310,Eddy Games,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2015
